use	name	type	size	buckets	weight_fc	mean	stddev	normalize
TRUE	feedExposeByCatLast7d	Num	36	1.0	""	2.1030710065355613,1.0962630861657443,0.12364783764867585,1.408301039081411,4.475978038149268E-4,0.04429845906010795,0.9700341715587488,0.007354749762213667,1.9469712724551056,0.19309517048303615,0.13301361056246364,0.0,0.7715994970858638,0.23966751083893975,0.7616098319502491,0.00155814707177083,0.7700909658083838,0.0018927897694343482,0.7019188644528169,0.2177911681774852,0.35783227539088275,0.38035890165410613,0.014672551592508649,2.428006954656442E-5,0.6259781964975472,0.12275053073065063,0.24038746768375527,4.220696331281491,0.3079472890246696,0.3888980965481131,0.6303179950151961,0.03609601817415988,0.2645398029514008,0.018532026995214716,0.8545739956232535,0.5451899598745459	25.168817824266128,22.729634027424964,3.4070408569390183,17.272397089127885,0.06414630122232243,2.948229778929079,10.803443601561534,0.36327309512898537,20.455692251620615,5.257957952677477,2.0317323161864507,1.0,8.62487846261604,3.4483018741752995,9.605991936295796,0.09438973864657116,7.100620772465943,0.3727873440183624,11.078587834536611,3.8118064544385954,5.685131732456173,6.348425068920208,1.4949445873456553,0.011759693336173301,11.20945740368605,5.26921015412847,4.767731990944128,26.837818069665044,6.014450024678942,5.427593404671822,12.435355501921563,0.8526724550430003,3.771999293282113,1.0482107342261044,13.194334329825363,13.347853323305555	TRUE
TRUE	pushCtrLast15d	Num	1	1.0	""	0.0073827829482663865	0.03312412487421079	TRUE
TRUE	appUsageEmbedding	Num	18	1.0	""	""	""	FALSE
TRUE	osVersion	Cat	1	18.0	""	""	""	FALSE
TRUE	pushClickNumLast15d	Num	1	1.0	""	1.40142659843046	8.537228753218551	TRUE
TRUE	politicalSensitive	Num	1	1.0	""	0.11731789026103973	0.926095709867471	TRUE
TRUE	pushSubCategoryCtr7day	Num	1	1.0	""	0.006232348971206016	0.003602846682716017	TRUE
TRUE	pushClickedNumByDayOfWeekLast28d	Num	7	1.0	""	0.0,0.4611189671462723,0.4426407269545146,0.4618241079524918,0.43000653143012957,0.41879656814564453,0.44744101104001927	1.0,2.5541885969378764,2.6423264246583194,2.637172523274321,2.4844362412656875,2.6504348274862877,2.6167618947653413	TRUE
TRUE	residentCountry	Cat	1	5.0	""	""	""	FALSE
TRUE	lastClickedHour	Cat	1	27.0	""	""	""	FALSE
TRUE	category	Cat	1	36.0	""	""	""	FALSE
TRUE	pushClickNumLast7d	Num	1	1.0	""	0.6912529745966427	4.237277499750996	TRUE
TRUE	pushSourceCtr7day	Num	1	1.0	""	0.0045692817824752865	0.003352901562897318	TRUE
TRUE	titleEditedVectorBert	Num	256	1.0	""	""	""	FALSE
TRUE	district	Cat	1	3.0	""	""	""	FALSE
TRUE	lastClickedArticleSubCategory	Cat	1	29.0	""	""	""	FALSE
TRUE	pushClickedDayNumLast15d	Num	1	1.0	""	0.9050635587248795	1.594749120461326	TRUE
TRUE	pushClickedNumByHourLast30d	Num	24	1.0	""	0.026558436151506395,0.014285154508897302,0.010505086621963823,0.010376512884313025,0.015256192356107619,0.028865416358497868,0.046941659360413,0.11802089506913593,0.20909640826202594,0.19380225604051665,0.2307408786116975,0.20076238103867988,0.229735554434447,0.18381758692809178,0.14932064086048893,0.15313009703031402,0.16705524507378908,0.19118547435137612,0.18739316134657114,0.2746237075278087,0.20206158804484653,0.17890117210268267,0.14481076394841377,0.07143311961520941	0.37415237633936443,0.26686952821649884,0.21368370354114133,0.18912461002941466,0.32717454639278465,0.4914829786036367,0.6288139332829839,0.8443474083415318,1.3839402101510228,1.4707865455404814,1.4288262601580242,1.491706980027157,1.5874052263881198,1.2710085334355057,1.1272196060425628,1.2885086203409593,1.1741568854763278,1.4234480586154408,1.440169965149072,1.3793695987866115,1.2979566685374793,1.375502066489495,1.225147818414078,0.9123868132738311	TRUE
TRUE	province	Cat	1	35.0	""	""	""	FALSE
TRUE	feedCtrByCatLast7d	Num	36	1.0	""	0.035795998661139125,0.008776864899030536,0.002630717656771848,0.00970561404588186,6.917009878618201E-5,0.00142419936779852,0.009663248989379808,2.608903263018959E-4,0.016017198148428727,0.005045174412402292,0.0037568510537291295,0.0,0.01397765814945836,0.004712755998874351,0.012977008673478764,2.0444538784920415E-4,0.00920518329190816,1.7294459252589528E-4,0.008338287969303986,0.003896939574872985,0.008557739023306078,0.00543050170274838,3.382620262938546E-4,0.0,0.008153442535360352,0.0028431187401284017,0.005876187929587538,0.020200358717409536,0.0043783848800566395,0.007207680854620211,0.007630011899998787,7.152542702016826E-4,0.007040585537268233,0.0012485450752789074,0.00613406544408071,0.007019298814190764	0.24789241422423997,0.0845250134418621,0.0456659951490903,0.08278772031166819,0.00800042793184782,0.039891732329737195,0.11246411182729286,0.015476611424424911,0.09950558559308273,0.0695973476025369,0.056111503758589476,1.0,0.11341507177281412,0.06255778674864834,0.13520364862163062,0.01494400202489449,0.07902411551816431,0.0139975143003792,0.08745236799092082,0.05392545011461284,0.08475324341542138,0.0653801019453311,0.016381618271511328,1.0,0.07993015025032407,0.051124261336258456,0.07431909788824635,0.120628603784549,0.0702746938981014,0.0756054064021571,0.07687178293414113,0.02369445806563278,0.08908852211840226,0.03814531838764122,0.06655565353904974,0.07912382203290967	TRUE
TRUE	firstVersion	Cat	1	248.0	""	""	""	FALSE
TRUE	pornRank	Num	1	1.0	""	0.087500153526957	0.12561496098329047	TRUE
TRUE	dynamicQuality	Num	1	1.0	""	0.008136590162838925	0.07189634309376376	TRUE
TRUE	clickBaitScore	Num	1	1.0	""	0.45190822680740017	0.49532675183437425	TRUE
TRUE	userId	Cat	1	1.0	""	""	""	FALSE
TRUE	country	Cat	1	5.0	""	""	""	FALSE
TRUE	sex	Cat	1	6.0	""	""	""	FALSE
TRUE	lastVersion	Cat	1	135.0	""	""	""	FALSE
TRUE	lastDayDayOfWeek	Cat	1	10.0	""	""	""	FALSE
TRUE	residentProvince	Cat	1	35.0	""	""	""	FALSE
TRUE	modelLevel	Cat	1	6.0	""	""	""	FALSE
TRUE	weekOfMonth	Cat	1	4.0	""	""	""	FALSE
TRUE	cityType	Cat	1	10.0	""	""	""	FALSE
TRUE	userEmbedding	Num	256	1.0	""	""	""	FALSE
TRUE	source	Cat	1	140.0	""	""	""	FALSE
TRUE	pushClickNumLast30d	Num	1	1.0	""	2.6624139833221263	16.544989679228053	TRUE
TRUE	subCategory	Cat	1	89.0	""	""	""	FALSE
TRUE	pushExposeNumLast15d	Num	1	1.0	""	213.96633823630074	128.74180990352193	TRUE
TRUE	freshness	Num	1	1.0	""	4.899457690175625	4.896462888098752	TRUE
TRUE	clickedBrowserArticleAvgCount	Num	3	1.0	""	1.666485653097443,1.6060552697561208,1.536692063042168	17.124654305454737,13.413773712141753,11.821162655950275	TRUE
TRUE	residentCity	Cat	1	355.0	""	""	""	FALSE
TRUE	pushClickedNumByHourLast1d	Num	24	1.0	""	0.012492695279527304,0.008142328420232452,0.005129537043049153,0.005051620024673723,0.006843711447308616,0.012817349522758262,0.02146613856243101,0.04906174923706253,0.08551392766703461,0.08786442438802675,0.10178559833777027,0.09494188689046165,0.10731770664242582,0.07472242062203753,0.0574118563729628,0.07342380364911369,0.0894357509252646,0.11716122329718849,0.10831764171157716,0.15054866567106032,0.09812349847412506,0.09811051230439582,0.0714628920199987,0.03706252840724628	0.14954009922095457,0.14350946302191733,0.09927885479366855,0.09636226137071033,0.10277646352810292,0.15526486993227728,0.215482868861047,0.2634527750856046,0.37626538858364306,0.4093840625779527,0.4111676159141903,0.4166063516411223,0.4260723723909089,0.36566098059044005,0.3255516446647426,0.3627874651536032,0.3996169790936956,0.44207582530060885,0.5227105882097592,0.4911783379439816,0.4067597177002745,0.7144313280373232,0.3605770923181649,0.26001880813099326	TRUE
TRUE	lastClickedArticleCategory	Cat	1	51.0	""	""	""	FALSE
TRUE	dayOfMonth	Cat	1	9.0	""	""	""	FALSE
TRUE	pushExposeNumLast30d	Num	1	1.0	""	394.22854867869523	280.63791356998746	TRUE
TRUE	dayOfWeek	Cat	1	9.0	""	""	""	FALSE
TRUE	city	Cat	1	3.0	""	""	""	FALSE
TRUE	staticQuality	Num	1	1.0	""	0.25597333719959164	0.2935523061936095	TRUE
TRUE	publishTimeDiffDays	Num	1	1.0	""	1.4717478750005033	8.847363994388292	TRUE
TRUE	pushAllUserClickNumLast30d	Num	1	1.0	""	1.7344198801875458E10	4.297223728839924E7	TRUE
TRUE	age	Cat	1	12.0	""	""	""	FALSE
TRUE	clickedTokenEmbedding	Num	200	1.0	""	""	""	FALSE
TRUE	pushClickedDayNumLast30d	Num	1	1.0	""	1.6987674801592894	2.8018272565857636	TRUE
TRUE	gapDays	Num	1	1.0	""	9.099356561024026	73.09625082083761	TRUE
TRUE	pushCtrLast7d	Num	1	1.0	""	0.007865844430286232	0.033995807640584116	TRUE
TRUE	inactiveDays	Num	1	1.0	""	78.08937480119025	167.89741373220292	TRUE
TRUE	active	Num	17	1.0	""	0.01147110294057394,0.01581571221334663,0.03119068719084892,0.01565352696300202,0.014768817238250204,0.08660152899313475,0.004754434910227631,0.007003791692826316,0.0045325009549026405,0.01992320318357577,0.020682861590766148,0.03393520659998908,0.061497916763423435,0.024054986283922837,0.023432730673196518,0.01141675972291302,6.511699695825792E-4	0.03919611801695401,0.056329313332354,0.08994526318444092,0.04774575364946453,0.049886278231389386,0.10119069747801618,0.026336664797086743,0.026761400110519105,0.02024111207266079,0.05022568099932184,0.10987947218732722,0.09244687387508854,0.12257930345544167,0.07684992557318969,0.04395326875578504,0.036342748077155165,0.01027484729478156	TRUE
TRUE	clickedMiPushAvgCountInLast7Days	Num	1	1.0	""	0.10952327809894422	0.6495430212222675	TRUE
TRUE	textAdScore	Num	1	1.0	""	3.544000835666378E-5	0.0016581994918739352	TRUE
TRUE	residentCityType	Cat	1	10.0	""	""	""	FALSE
TRUE	pushExposeNumLast7d	Num	1	1.0	""	103.57237077869001	54.64905723500882	TRUE
TRUE	residentDistrict	Cat	1	2133.0	""	""	""	FALSE
TRUE	clickedBrowserPushAvgCount	Num	3	1.0	""	0.12215305055130203,0.11006088582863274,0.09885331946501166	0.8009586646971708,0.6737207699108962,0.6056322349757649	TRUE
TRUE	label	Num	1	1.0	""	""	""	FALSE
TRUE	lastClickedArticleId	Cat	1	41.0	""	""	""	FALSE
TRUE	receivedPushAvgCountInLast7Days	Num	1	1.0	""	36.15934793005709	25.705863718704173	TRUE
TRUE	receivedMiPushAvgCountInLast7Days	Num	1	1.0	""	15.174864096756073	7.972444727488062	TRUE
TRUE	model	Cat	1	133.0	""	""	""	FALSE
