use	name	type	size	buckets	weight_fc	mean	stddev	normalize
TRUE	clickedTokenEmbedding	Num	200	1.0	""	-3.395831540280094E-9,3.034161687855776E-10,1.737859116698428E-9,-7.03906443285908E-10,-1.857650044710137E-9,1.2614416390470654E-9,-5.264456813762901E-9,-2.7477619527914784E-9,-5.052742680901139E-9,1.0605012503111094E-9,-7.563598730370363E-10,3.3516861262228083E-10,-1.391365352201019E-9,2.299221415043874E-10,-2.0140277837358308E-10,3.3858871873504767E-9,2.3531166857734344E-9,-5.108844107579309E-9,-1.2389429704946807E-9,1.5859799208956604E-9,-7.459192568399741E-9,3.694488062749624E-9,-3.944258791794872E-9,-3.73147670905088E-9,3.5335128610580724E-9,1.1415135399802147E-8,2.5837391709309147E-9,-2.236418961262525E-9,7.130273562613017E-10,9.390344498916299E-11,4.912948646904406E-9,-9.845017750751748E-10,-2.9520010936632598E-9,2.1970741393255663E-10,1.1211191493923773E-8,-8.46435361050755E-10,1.1415302011757512E-9,-5.6545578494543335E-9,3.6653952602565502E-9,1.0318796089657044E-9,1.1272912698159303E-8,5.002778190641354E-9,-7.0690929154388515E-9,-2.9506115121466605E-10,-7.2083914344529615E-9,-7.374373885097213E-10,2.02266198373126E-9,1.7953023733561483E-10,-2.3442298622231398E-9,1.075709524809023E-8,1.1503755855093793E-9,-1.4676396795113353E-9,8.581513151474616E-9,-1.0078370490180688E-10,1.4139914141218797E-11,-5.665879627311484E-9,-7.105976192809844E-9,-1.5608457980220512E-9,2.5111669013657736E-9,-4.374683397042313E-9,1.1243754713313955E-9,-9.83302867177812E-11,2.256395492732993E-9,2.748746849954147E-9,2.4377149409409394E-9,-3.4437650552708123E-9,-7.670392436707817E-9,-1.0974742812039601E-9,5.743182594040696E-9,-7.22085231432131E-11,-1.5412066499142885E-10,6.974385862056167E-9,8.855375968847178E-10,-6.317897045126692E-10,1.1639453582740636E-9,3.088907159298234E-9,-1.6576471548557668E-9,5.41988548365309E-9,1.1692845046090277E-9,9.79817251006828E-10,-4.925453599166361E-10,9.77002163884758E-11,8.81274049136126E-9,4.570827461029862E-9,3.0332314886674167E-9,1.0199440394718168E-8,-1.6010451930739523E-10,-6.106434127977687E-10,1.4327022731346526E-8,2.6876811372241023E-9,7.162380513708506E-9,-3.1315759227634533E-9,1.613133513755615E-9,-1.693792281117307E-9,-4.280565366144004E-9,1.0738035177290014E-9,3.0787651153619795E-10,-3.949741488001187E-9,1.1636028008125876E-8,-8.269058980732225E-10,-3.996851459004049E-9,-3.6436697808229297E-9,2.0234047041493267E-9,-1.1371413200142945E-10,-3.206503028680749E-9,-5.954199752982433E-9,3.1956049506123204E-9,-1.771185271716313E-11,2.7960557643532014E-10,-2.652961503912601E-9,1.2965393375152965E-8,7.033895780907032E-9,-3.730806389663616E-9,-3.982348445163389E-9,-8.012601747439762E-9,-2.4850491357120323E-9,-1.4465207412677977E-9,2.2385986719414266E-9,-1.9767675379059507E-9,4.3036920713874026E-10,-7.67624277242606E-9,1.716035612869854E-9,-7.850918701509358E-10,1.316119955783139E-9,1.8661713785776132E-9,-1.0851516271562665E-9,1.9633653728898227E-9,2.1213286879132776E-9,3.5826236630866875E-10,1.2910180826381166E-8,-2.8056219564231185E-9,-7.040486040491746E-10,4.6090008248018255E-10,-3.140105420331447E-9,-5.338999793029768E-10,7.819514212307317E-10,-3.424144319720947E-9,-2.2357182204082254E-9,-3.844657332070261E-10,-5.712710204534143E-10,-4.2173136038581964E-10,-3.9255374018879474E-10,2.23233881141551E-10,1.876777924512554E-9,-4.705260770282671E-9,6.954038393984877E-9,1.24079751389044E-10,-2.82549896248464E-9,3.1884871213296345E-9,-1.1484523727413189E-9,-7.916969950854788E-10,1.2921623624151703E-9,5.22968903958542E-9,-4.5152267251071895E-9,-5.49913122436313E-10,8.172470745663819E-9,7.99078129446722E-9,8.577091828610633E-9,1.222666675881869E-10,-5.457020490527463E-10,6.529483370079832E-9,-6.148421390233813E-9,9.99553374603397E-10,2.865007429774223E-9,-8.907742908185007E-9,2.351562405762978E-10,-1.3187681881050516E-9,-5.204932606032096E-9,3.7808282889504034E-10,-4.001154120249617E-9,6.265694056017827E-9,3.807599856160994E-9,-1.4445287730306368E-10,-7.381735185366666E-11,1.4359012566380728E-8,1.2285860907294039E-9,-9.028852657205208E-9,-1.624569969161575E-9,-2.6187388500265054E-9,3.4347286897510827E-9,-3.2319841499565117E-9,-2.134289329708109E-9,8.567915997536126E-9,-1.0627331366469737E-10,-5.363662015957477E-10,1.1866111538678743E-9,3.76732034126106E-9,-1.020819520636473E-8,3.4797332045786123E-9,-2.0389728645444834E-10,2.9928065490984646E-10,-3.4336925247345105E-9,-1.927337637023468E-9,4.3801220991791906E-9,-6.416269520272699E-9,5.4797592738858215E-9,-1.0536811296905009E-8,4.466360155184966E-9,-9.343863100915766E-10,8.092998552932617E-9	0.9999999526079267,1.0000000354211036,1.0000000119674815,1.000000019638224,0.9999999890599286,1.0000000153496569,0.9999999734811367,1.0000000078789972,0.9999999762971943,1.0000000185478313,1.0000000430227634,0.9999999926796594,0.9999999717795426,1.0000000404518117,1.0000000120526638,1.0000000277528716,1.0000000452061315,1.0000000277194971,1.0000000177189052,1.0000000375837559,1.0000000196224184,1.000000010489766,0.9999999636251543,0.9999999809398475,0.9999999891075966,1.0000000001409768,1.0000000154383188,1.0000000105473041,1.0000000176489057,0.9999999735216838,1.0000000325782321,1.000000041492643,1.0000000556102624,1.0000000047148343,0.9999999444793651,0.9999999889651457,1.0000000459842624,0.9999999889877981,0.9999999858487274,1.0000000105344125,1.0000000187919562,0.9999999728736111,0.9999999465853382,0.9999999656451859,0.9999999619520324,0.9999999682584203,1.000000021651084,1.0000000212697846,1.0000000067895858,1.0000000529990614,1.0000000251129642,1.0000000210408053,1.0000000008145724,1.000000043192712,1.0000000353156822,1.0000000153887953,1.0000000389123112,0.9999999551807097,1.0000000050338957,0.9999999837215279,1.0000000014409935,0.9999999851310145,0.9999999983499579,0.9999999921556675,1.0000000243515883,0.9999999777159582,0.9999999750554949,1.0000000328636895,1.0000000325840117,1.0000000125181154,1.0000000065537118,1.0000000082704543,0.9999999703203586,0.9999999584343569,1.000000013073542,0.9999999880988781,1.00000000461524,1.0000000086728216,0.9999999969999623,0.9999999712203125,0.999999959858245,1.0000000240819025,0.9999999670654377,0.9999999739133936,0.9999999896037862,0.9999999735036391,0.9999999767972856,1.0000000169773984,1.000000005233245,1.000000035672663,1.0000000258104125,1.000000013537775,1.000000038870243,0.9999999738279148,0.9999999790512627,0.9999999741778535,1.0000000227335342,1.0000000049299393,0.9999999915309248,0.9999999981409347,0.9999999905456701,0.9999999773282491,1.0000000358756167,0.9999999749817451,1.0000000140748708,0.9999999925992668,0.9999999913029228,1.0000000065028816,1.0000000102547861,0.999999963571281,1.0000000133489708,1.00000003956754,0.9999999472378504,1.0000000483550002,1.000000017260268,0.9999999737258144,1.0000000022882565,0.9999999623216894,0.9999999555370104,0.9999999624433407,0.9999999954979351,1.0000000276844632,0.9999999992966422,0.9999999708052484,1.0000000099304904,0.9999999699501698,1.00000003998568,1.0000000154858995,0.9999999676253736,0.9999999973994308,0.9999999566212535,1.000000042377026,0.9999999771325065,1.0000000149757637,0.999999994358571,1.0000000017450454,0.9999999663371674,0.9999999903366608,0.9999999924074788,1.0000000280146781,0.9999999750130694,1.0000000199552292,0.9999999659781666,1.0000000049609754,0.9999999905201161,1.000000035354435,0.9999999828232125,0.9999999430918808,0.9999999845184789,0.9999999861293857,0.9999999797057811,1.0000000289505218,0.9999999982332386,0.9999999733081963,0.9999999852200847,1.0000000224642764,1.000000035405119,1.0000000167768504,1.0000000204198682,1.0000000306852885,1.0000000277536212,0.9999999507437283,1.0000000463327636,0.9999999778279707,1.0000000437220262,0.9999999732213325,1.0000000301281737,1.0000000242238083,0.9999999528302209,0.999999970737184,0.99999997279162,1.00000000577929,0.9999999949229047,1.0000000206093138,0.999999989434839,1.000000006043689,0.9999999999731612,0.9999999786387518,0.9999999711846772,1.0000000326979661,0.9999999727777108,0.9999999849922858,0.9999999651357315,0.9999999871511069,0.9999999795423038,1.0000000059405783,1.0000000040843804,0.9999999815850921,0.9999999842076812,0.9999999954422317,0.999999990647781,0.9999999621130082,1.0000000010679448,0.9999999864618868,0.9999999565065973,1.0000000171479573,0.9999999736415054,0.9999999863746079,0.9999999958715609,0.9999999787934015	TRUE
TRUE	pushClickedNumByHourLast1d	Num	24	1.0	""	-4.9652566785577754E-9,-1.3981346668411996E-9,-1.052437016524173E-9,-1.6073945449001869E-9,4.808083682552313E-10,7.547621444061765E-12,6.373510134587718E-9,-3.4748917364880406E-9,-5.077475709478826E-9,5.617089172281747E-9,-2.019312205776982E-8,2.7071908124634726E-10,-7.106375882716616E-10,1.1119056382317805E-8,-5.894775288707228E-9,1.3482871889523962E-9,-1.5249678834594332E-8,-1.2573839680436963E-9,-1.2072876674699237E-8,3.712434459738512E-10,-5.900083505986568E-9,-4.196477522898341E-9,1.3254286782932377E-8,3.816608223845563E-9	0.9999999838297582,0.9999999489324972,0.9999999847219958,0.9999999800254872,0.9999999843078287,1.00000002934512,1.0000000414618346,1.0000000457029374,1.0000000173401322,1.0000000019999054,1.0000000104758269,0.9999999602210641,0.9999999685344027,1.0000000355817227,0.9999999692464858,1.0000000306973706,0.9999999869311049,0.9999999823686653,0.9999999812138194,1.0000000464861492,0.9999999953946386,0.9999999721747982,1.0000000085274494,0.9999999768760867	TRUE
TRUE	pushClickedDayNumLast30d	Num	1	1.0	""	1.3207791883963767E-8	0.9999999851888303	TRUE
TRUE	clickedBrowserArticleAvgCount	Num	3	1.0	""	2.4077560592786768E-9,4.29240234138565E-9,5.44403413043286E-9	1.0000000157292184,0.9999999933269968,0.9999999962994911	TRUE
TRUE	pushClickedDayNumLast15d	Num	1	1.0	""	-4.68247933397739E-10	0.9999999799697179	TRUE
TRUE	modelLevel	Cat	1	6.0	""	""	""	FALSE
TRUE	category	Cat	1	37.0	""	""	""	FALSE
TRUE	lastClickedArticleCategory	Cat	1	55.0	""	""	""	FALSE
TRUE	lastDayDayOfWeek	Cat	1	10.0	""	""	""	FALSE
TRUE	category_his	Cat	10	1.0	""	""	""	FALSE
TRUE	subCategory_his	Cat	10	1.0	""	""	""	FALSE
TRUE	pushAllUserCtrLast30d	Num	1	1.0	""	-2.4933501849287634E-6	1.0000000015883042	TRUE
TRUE	pushClickNumLast15d	Num	1	1.0	""	-6.053466752785033E-10	1.0000000260228719	TRUE
TRUE	pushClickNumLast30d	Num	1	1.0	""	7.580299598515158E-9	1.0000000343475297	TRUE
TRUE	district	Cat	1	3.0	""	""	""	FALSE
TRUE	pushCategoryCtr7day	Num	1	1.0	""	-1.2757475850213286E-7	1.0000000218764828	TRUE
TRUE	lastDayDiffDays	Num	1	1.0	""	-1.5004373369030057E-8	1.000000005221426	TRUE
TRUE	clickedPushAvgCountInLast7Days	Num	1	1.0	""	8.201630024365504E-10	0.9999999779925292	TRUE
TRUE	pushSubCategoryCtr7day	Num	1	1.0	""	-6.6783229462329275E-9	0.999999990560571	TRUE
TRUE	cmsBaitLevel	Num	1	1.0	""	0.0	1.0	TRUE
TRUE	city	Cat	1	3.0	""	""	""	FALSE
TRUE	userEmbedding	Num	256	1.0	""	""	""	FALSE
TRUE	inactiveDays	Num	1	1.0	""	-1.5004373369030057E-8	1.000000005221426	TRUE
TRUE	bodyLen	Num	1	1.0	""	2.258516466589508E-8	0.9999999862363779	TRUE
TRUE	rankedTags	Cat	1	254.0	""	""	""	FALSE
TRUE	cmsCoPorn	Num	1	1.0	""	0.0	1.0	TRUE
TRUE	clickedBrowserPushAvgCount	Num	3	1.0	""	8.889309947126536E-9,3.2092594805015435E-9,2.7911613523019085E-9	1.0000000138985068,1.000000033940468,0.9999999498496994	TRUE
TRUE	province	Cat	1	35.0	""	""	""	FALSE
TRUE	cityType	Cat	1	10.0	""	""	""	FALSE
TRUE	superstitionLevel	Num	1	1.0	""	0.0	1.0	TRUE
TRUE	newsRank	Num	1	1.0	""	0.0	1.0	TRUE
TRUE	clickedMiPushAvgCountInLast7Days	Num	1	1.0	""	2.140688583344502E-9	0.9999999666120586	TRUE
TRUE	pushExposeNumLast30d	Num	1	1.0	""	-2.983189090457274E-8	0.9999999927180727	TRUE
TRUE	model	Cat	1	134.0	""	""	""	FALSE
TRUE	pushClickedNumByDayOfWeekLast28d	Num	7	1.0	""	0.0,-3.358351690639148E-9,-3.369580850060363E-10,-8.509920170571482E-9,4.101808678787942E-11,-1.9389792756080353E-9,4.849697352999115E-10	1.0,1.0000000140868965,1.0000000004918166,1.0000000128733442,0.9999999640559254,0.9999999830036499,0.999999975086124	TRUE
TRUE	lastClickedArticleSubCategory	Cat	1	28.0	""	""	""	FALSE
TRUE	appUsageEmbedding	Num	18	1.0	""	""	""	FALSE
TRUE	feedExposeByCatLast7d	Num	36	1.0	""	1.076685247952936E-9,1.665698139102815E-9,2.4810802429495387E-10,-1.5251494804023618E-9,1.7642482433715082E-10,-7.907769030706373E-10,-3.887602092741888E-9,-5.786513018048651E-10,2.7821151171145153E-9,-1.0226450425126672E-9,4.0001325120112815E-9,0.0,-1.5552463534028615E-9,2.7561102205659467E-9,5.436418380321651E-10,-4.46871651771711E-10,3.83005240619403E-9,1.8723918112564137E-10,2.2498300179826777E-9,-3.171232675547203E-9,-5.737387110326648E-10,-1.4022903304996868E-10,6.093729170647899E-10,-2.393309076338508E-11,-6.976425119265094E-10,1.3157993734366584E-10,1.6355957185276073E-10,9.955001620352543E-9,5.609400294447708E-10,1.9473796587941263E-9,2.130091165485E-9,1.251498715205668E-10,2.670742434013032E-9,1.6999629476550938E-9,1.8459734070238404E-9,7.538420041377419E-10	1.0000000326105698,1.000000003450755,1.000000052580929,0.9999999475277422,0.9999999977546822,1.0000000324687874,1.0000000207993698,0.9999999832315789,1.000000004223279,0.9999999893522886,1.0000000214271096,1.0,0.999999954515108,1.0000000262990307,1.0000000334649635,0.9999999719834836,1.000000013348615,0.9999999969571368,1.0000000143207348,0.9999999926698789,0.9999999755368398,1.0000000146321808,0.9999999807074035,0.9999999676056984,0.9999999905005915,0.9999999284641345,0.999999976949876,0.9999999977864699,0.9999999841692814,1.0000000407652474,1.0000000122914363,1.000000016525475,1.0000000212604236,0.9999999479522208,1.0000000298080962,1.0000000171437688	TRUE
TRUE	residentCity	Cat	1	358.0	""	""	""	FALSE
TRUE	active	Num	17	1.0	""	8.299236315510544E-9,1.2114360403557127E-9,-9.570838084402098E-9,5.862427095361668E-9,2.3326583937823025E-9,-4.4263101845165923E-10,-4.85493296032953E-9,8.421019026611435E-10,-6.588293777945262E-9,-2.7556570715530026E-9,7.404961420104624E-9,2.7184164532423824E-8,-2.064957184105168E-8,-1.4341290492658101E-8,1.4800132581816636E-8,-8.231818006235956E-9,1.7236478231287066E-9	1.0000000293405156,0.9999999985569373,0.9999999860559673,1.0000000142103949,0.99999999466323,0.9999999757690876,1.0000000233092488,0.9999999644359844,0.9999999523581012,1.0000000276710432,1.0000000276467074,1.000000010832919,0.9999999676110082,1.000000018420531,0.9999999584553052,0.9999999728631589,1.0000000051238573	TRUE
TRUE	staticQuality	Num	1	1.0	""	-6.004667367112861E-8	0.9999999802284028	TRUE
TRUE	pushCtrLast30d	Num	1	1.0	""	-2.98080143139929E-9	1.0000000156876763	TRUE
TRUE	dayOfWeek	Cat	1	9.0	""	""	""	FALSE
TRUE	userId	Cat	1	1.0	""	""	""	FALSE
TRUE	subCategory	Cat	1	99.0	""	""	""	FALSE
TRUE	pushClickNumLast7d	Num	1	1.0	""	2.0716760492125174E-9	1.0000000353585508	TRUE
TRUE	feedCtrByCatLast7d	Num	36	1.0	""	2.3207499730105813E-9,-9.492257183815798E-10,3.365210026260496E-10,-7.635920107106428E-9,-2.370717645181429E-10,-1.01497061300891E-9,-3.175210656673418E-9,6.404811556082113E-10,-8.571373224486471E-9,-2.320591467065919E-9,-1.8571726801497636E-9,0.0,-1.0771732211589828E-9,-4.530812015001666E-9,5.463744079729307E-9,5.932013100544261E-10,-2.9103284767413866E-9,-8.741270793759003E-11,5.411102583233327E-9,5.277423128901969E-9,-3.152582582851907E-9,7.829488484211198E-10,3.4439685176535914E-10,0.0,-2.9930940973650676E-9,-2.738429673235004E-9,2.4900007430800176E-9,4.825970127243088E-9,-5.591662457739492E-10,2.0238784736508686E-9,1.2633027206490707E-9,-6.92770887859845E-10,3.4568593743289412E-9,1.716470823040066E-9,-1.931035703573363E-9,5.1388045594568394E-9	0.9999999932831015,1.0000000284074668,1.0000000108410505,1.0000000041271089,1.000000021918503,0.9999999752251552,0.999999931805538,0.9999999920305233,1.0000000157243463,1.000000007938509,0.9999999553238101,1.0,0.9999999781206073,1.0000000105223905,0.9999999608959788,0.9999999846442199,1.0000000122794017,0.9999999533613719,0.9999999934282503,1.0000000575663126,0.9999999672151362,1.0000000171680365,0.9999999779306848,1.0,0.9999999942741905,0.9999999667957326,1.0000000258386061,0.9999999838952983,0.9999999955009536,1.0000000050306934,1.0000000465748413,1.0000000055746718,0.9999999691252746,0.9999999706868452,0.9999999849289818,1.0000000077961297	TRUE
TRUE	downCount	Num	1	1.0	""	0.0	1.0	TRUE
TRUE	dayDecayWeight	Num	1	1.0	""	""	""	FALSE
TRUE	lastClickedHour	Cat	1	27.0	""	""	""	FALSE
TRUE	pushAvgCtrInLast7Days	Num	1	1.0	""	-1.2316867985047104E-8	0.9999999752818982	TRUE
TRUE	publishTimeDiffDays	Num	1	1.0	""	-3.4186784996906526E-9	0.9999999820045182	TRUE
TRUE	residentDistrict	Cat	1	2231.0	""	""	""	FALSE
TRUE	country	Cat	1	5.0	""	""	""	FALSE
TRUE	titleEditedVectorBert	Num	256	1.0	""	""	""	FALSE
TRUE	textAdScore	Num	1	1.0	""	-1.5747274333235481E-9	0.9999999645071675	TRUE
TRUE	firstVersion	Cat	1	254.0	""	""	""	FALSE
TRUE	pushCtrLast15d	Num	1	1.0	""	-5.15659538367738E-9	1.0000000103748659	TRUE
TRUE	pushAllUserClickNumLast30d	Num	1	1.0	""	3.4472181683371137E-6	0.9999999333342456	TRUE
TRUE	pornRank	Num	1	1.0	""	1.993665689149506E-8	0.9999999722573361	TRUE
TRUE	label	Num	1	1.0	""	""	""	FALSE
TRUE	pushExposeNumLast15d	Num	1	1.0	""	-1.4630136088535075E-8	1.0000000203473716	TRUE
TRUE	firstDayDiffDays	Num	1	1.0	""	-5.623585873056627E-8	1.000000009327712	TRUE
TRUE	receivedMiPushAvgCountInLast7Days	Num	1	1.0	""	-2.0103474746835832E-8	0.9999999892273314	TRUE
TRUE	hotHeat	Num	1	1.0	""	0.0	1.0	TRUE
